content,score,category
"bagus, suka pakai Gemini pengalaman pertama nihhh sukses Gemini😊👍👍👍👍",5,Positif
susah untuk diajak atau disuruh mengedit,1,Negatif
"Sangat sangat membantu, cepat & tanpa iklan",5,Positif
editannya bagus banget,5,Positif
gemini sangaaaat membantu dlm berbagai hal dlm penggunaan smart phone ...terimakasih utk semua yg gemini suggest kan,5,Positif
"Saya ngirim foto tentang perut saya terus saya kasih fotonya terus saya bertanya apakah ini perut sixpack akan tetapi gemini busuk ini malah jawab ""Saya tidak bisa memproses file ini.""",1,Negatif
harus gambar nya betul,5,Positif
Sanga desa baik di pakai,5,Positif
sangat bagus dan sengat membantu untuk membuat lirik otomatis,5,Positif
sangat bagus kerja ini aplikasi,5,Positif
lumayan banyak membantu dalam belajar bahasa asing,5,Positif
permintaan dengan hasil yang diberi tidak sesuai sama sekali,1,Negatif
"Mantap, tidak ada batasan jumlah prompt.",5,Positif
gemini adalah aplikasi AI yang aku sukai dalam mengedit foto,5,Positif
minta update padahal sudah di update,1,Negatif
selalu gabisa ga sesuai ekspektasi,1,Negatif
bintang 4 because di dunia ini ga ada yang sempurna,4,Netral
"pengalaman pertama menggunakan Gemini, sangat membantu, terimakasih",5,Positif
Sangat bagus dan bermanfaat,5,Positif
"lumayan bagus sih, krna aplikasi Gemini ini lumayan bisa membantu pekerjaan",5,Positif
Tolol sih gambar sering gamau keluar bintang 1 aja,1,Negatif
tidak bisa mengedit,1,Negatif
oon disuruh edit foto doang kga bisa pdhl awal2 mah bisa yaelah,1,Negatif
"selalu harus update,padahal baru download, tidak bisa di gunakan",1,Negatif
gak bisa buat gambar,1,Negatif
minta update padahal sudah versi terbaru,2,Negatif
gak bisa buat gambar,3,Netral
hemat baik dan gratis yang diminta jelas bagus untuk pelaja,5,Positif
Ga bisa padahal udah login akun Goggle,5,Positif
knp tidak bisa di lakukan lagi mengedit,5,Positif
disuruh update aplikasi mulu pdhal udah versi terbaru. gajelass bgtt,1,Negatif
kenapa sekarang tidak bisa membuat gambar baru dengan aspek rasio 9:16?,1,Negatif
edit foto malah berubah mukanya jadi orang laen. kaga jelas,1,Negatif
sangat membantu dan menarik..,5,Positif
saya bisa belajar dengan fokus dan baik menggunakan aplikasi dan dapat bertanya bagaimana atau hal yang wajib,5,Positif
"keren banget aplikasi ini, berguna bngt",5,Positif
buagus ga pernah marah mudah di pahami tidak baperan suka membantu 👌,4,Netral
cobak edit foto saya dengan kemauan saya,5,Positif
kalo kamu bisa edit foto aku bakal bangga banget,5,Positif
Bagus tapi kirangi penyimpanan atau ram supaya tidak terlalu lag,5,Positif
"baru mau mencoba,semoga berhasil edit fotonya",5,Positif
Aplikasi ini sangat bagus dan mempermudah saya dalam proses belajar dan mengerjakan tugas 🤩🥰,5,Positif
aplikasinya bagus di buat ngedit bareng pacar kalian atau idola kalian🤗,5,Positif
bagus sekali bisa bantu belajar banyak hal yang efektif dan jelas,5,Positif
sangat bagus untuk ngedit,5,Positif
"bagus, unik, lucu,dan bisa membuat gabungan foto",5,Positif
tidak bisa di gunakan burik,2,Negatif
Perlu dukungan bahasa otomatis untuk setiap negara,3,Netral
z ingin akunya tetap jeckson wollwil dan akan menjadikan z puh fotonya top begitu kk,5,Positif
perintah rasio berapapun tetap terima hasil gambar rasio kotak alias 1:1,2,Negatif
"mantab, AI bisa membuat gambar dan bikin tulisan",5,Positif
aplikasi yang sangat bagus. sangat recommended,5,Positif
sangat keren dan sangat membantu,5,Positif
tingkatkan kualitas hingga kecanggihan,4,Netral
kenapa gemini saya tidak bisa mengedit foto,1,Negatif
kenapa gemini saya tidak bisa mengedit foto 😭😭😭,3,Netral
"udah di update , tp aplikasi terus saja minta di update",2,Negatif
"tidak bagus,tidak bisa membuat foto ai seperti yang lain",1,Negatif
cepat mudah dan membantu,5,Positif
sangat bagus gambar ya,4,Netral
buruk sekali tidak bisa di edit Poto nqyh,2,Negatif
saya suka karena bisa membantu menyelesaikan masalahku,5,Positif
sangat setuju dan bagus sekali,5,Positif
bgus sih cuma layananya sering buffering,5,Positif
"sangat bagus, dan membantu dalam pencarian yang dibutuhkan",5,Positif
aplikasinya sangat bagus bisa memudahkan segala urusan dengan cepat,4,Netral
keren bisa bikin foto almarhummah ibuku memeluk aku👍👍,5,Positif
gk bekerja/berjalan aplikasi nya.. d suruh update terus psdahal udah updte,2,Negatif
bagus untuk mengedit,5,Positif
sangat bagus untuk keperluan sehari-hari,5,Positif
keren sangat membantu saya trimakasih,5,Positif
dapat membantu kesusahan dalam beberapa hal,5,Positif
terlalu ribet penjelasan dibanding chat gpt,4,Netral
minta pembaruan terus padahal tidak ada pembaruan,5,Positif
nggak repotw cari asisten handal... kamu keren Gem...kalau ada bibta nya 10 akubkasih kamu,5,Positif
bagus sih tapi setiap mau buat foto ai pasti harus update padahal udah update😠😠😠,2,Negatif
"kacau tidak sesuai instruksi, ngetik apapun jadi gambar",1,Negatif
gak bisa buat foto ahh jelek,1,Negatif
tidak bisa kayak orang orang mengedut foto 📷,1,Negatif
respon cepat ditingkatkan lagi yaa,5,Positif
sangat bagus seperti google dan bisa dipakai untuk semua pelajaran dan pekerjaan,5,Positif
"jelek anjg aplikasinya, gagunaaa gw pake ga sesuai ekspektasi tlol",1,Negatif
"kalo soal banyak yang di jawab oleh Gemini ini tapi ada banyak juga yang tidak bisa mengerjakan soal yang kerjakan oleh Gemini ini, saya harap agar di perbaiki terimakasih.",4,Netral
sangat mudah untuk digunakan,3,Netral
karena seru buat mengedit foto saya,5,Positif
"Aplikasi bagus, bisa bantu kita dalam semua kebutuhan. 👍👍",5,Positif
ya udah bagus lah suka ngecrash tapi terus kalo upload foto itu kayak ngelag,3,Netral
walau terkadang ga akurat asik bagus dan yang bisa jadi obrolan asik yang jelas,5,Positif
bagus dan sangat menarik,5,Positif
"mantap Gemini, program aplikasi baru yg sangat membantu guna memfasilitasi bantuan khasanah keilmuan dalam melengkapi ide ,inspirasi, sebuah masalah yang stagnan dalam pengembangan langkah kerja berfikirnya pemahaman yang terbatas, dan memberikan solusi solusi terobosan dalam mengartikan dan memetakan langkah pengambilan sebuah keputusan pada titik pengembangan, dengan kemasan perintah(promfp) yang dilegalkan, sangat bermanfaat buat dunia AI kususnya dunia pembelajaran, hal ini sangat diminati",5,Positif
pengen buat foto yg bagus,5,Positif
tidak sesuai apa yang diperintahkan di deskripsi,1,Negatif
bagus dan sangat menarik,5,Positif
apaansih pas di kasih pto trs di akses malah g bsa hrs di apdet pdhl bru di download kcwa brt,4,Netral
"orang orang pada bisa bikin yang lagi trend, masa aku ngga sih, masih mending di kasih bintang 2, tadinya mau bintang 1",2,Negatif
saya sangat suka dengan aplikasi gemini ai ini,5,Positif
"rekomended , sangat membantu dalam belajar",5,Positif
"lumayan membantu, namun perlu ditingkatkan lagi keakuratan nya",5,Positif
keren untuk mengedit poto,5,Positif
kalau bagus nanti full bintang,3,Netral
tidak bisa mengikuti petunjuknya,1,Negatif
saya sangat suka dengan aplikasi gemini ai ini,5,Positif
bagus banget woi sumpah foto gw biasa aja jadi agus,5,Positif
"Halo! Saya Gemini, model bahasa besar yang dilatih oleh Google. Saya bisa melakukan berbagai hal untuk membantu Anda. Berikut beberapa contohnya: Membantu dengan Informasi dan Pengetahuan Saya memiliki akses ke banyak informasi dan bisa membantu Anda dengan: * Menjawab pertanyaan: Dari fakta umum hingga topik yang lebih spesifik, saya bisa mencari dan menyajikan informasi yang Anda butuhkan. Misalnya, Anda bisa bertanya tentang sejarah suatu negara, cara kerja fenomena alam, atau biografi tokoh",4,Netral
karena tidak bisa menggabungkan foto aku tapi orang lain bisaa,1,Negatif
Komunikatif dan Bahasa nya mudah dimengerti,5,Positif
Gemini tidak bisa menerjemahkan layar saat ini secara langsung,1,Negatif
bagus banget apk nya,5,Positif
memakai gamis putih blezer jeans.kaca mata hitam di atas kepala dengan senyuman manis,4,Netral
bermanfaat dan sangat membantu,5,Positif
tidak sesuai dengan perintah yang di berikan,1,Negatif
"Gemini sudah bagus, tapi perlu di tingkatkan lagi.",5,Positif
tida bisa membuat poto di gabungkan,1,Negatif
bagus sekali gemini ini saya bisa menbuat gambarrrrrrr sayaaa jadiiiii,5,Positif
nggak ngerti gw gemini di hp gw cuma bisa di ajak chat doang nggak bisa ngapa ngapa ngapain 😅,1,Negatif
pengedit gambar nya nggk bisa digunakan,1,Negatif
"Bagus tapi informasi tentang hal-hal tertentu minim sekali.. jadi Tidak menjawab apa yg jadi keresahan saya.. Kedepan nya harus bisa jawab ya.. Gemini, agar pengetahuan manusia bisa bertambah👍🏻",5,Positif
Kmi sangat penting tapi kalau jaringan selalu putus putus jadi nya nggak nyaman,4,Netral
sangat membantu saat belajar,5,Positif
"awalnya emang udah bagus banget, cuman ini minta di update terus menerus, padahal udah di update, ini gimana sih maksudnya?",5,Positif
aplikasi terus meminta update utk memulai percakapan padahal sudah update ke versi terbaru,3,Netral
"bagus banget, gokil dah pokoknya",5,Positif
sangat debes untuk soal ngedit,5,Positif
bagus tapi ada masalah sedikit,5,Positif
Versi mobile sama canggihnya dengan versi Web . Versi gratisnya pun sudah cukup bagi saya,5,Positif
gimana gk bisa edit foto,1,Negatif
saya ingin di apliakasi gemini bisa mengirim foto atau video biar di edit,5,Positif
sangat membantu dalam belajar dan responnya sangat cepat dan tepat.,5,Positif
sangat membantu tugas matematika kaliann secara benar dan tepat,5,Positif
cocok buat edit poto menjadi estetika,5,Positif
sya ingin edit foto ini pakai yg lagi viral itu luu,5,Positif
keren dan memudahkan disetiap aktivitas cocok buat asisten pribadi,5,Positif
suka ga mau ngedit padahal udah dijelasin jelas jelas atau gemininya yang bug dihpku?,2,Negatif
Sangat sesuai dgn ekspetasi saya,5,Positif
simbol matematika kadang error/tidak bisa dipahami manusia,1,Negatif
gemini tolol udah dibuat katanya ga muncul muncul gambar nya,1,Negatif
sangat bagus fitur ai ny,5,Positif
Sudah Langganan PRO. Tapi tidak ada Akses videonya.. Kalian kerja ngapain aja.!!! Berikan saya Akses Video...!!!,1,Negatif
bagaimana cara agar gemini tidak menampilkan reverensi video youtube?,1,Negatif
size kecil tapi performa sangat bagus dan mudah untuk di gunakan,5,Positif
"Tidak bisa digunakan, disuruh update terus padahal baru instal👎",1,Negatif
bagus bangettt kaget liat nyaa,5,Positif
dapat di percaya sedikit lama dan ulang coba lagi,4,Netral
sangat membantu dalam menganalisa suatu objek,5,Positif
Karena foto yang paling bagus,5,Positif
hasilnya sangat bagus sekali saya sangat suka,3,Netral
"baru aja di instal, tiba-tiba disuruh buat update ke versi terbaru, padahal kan kalo baru download pasti udah versi terbarunya",3,Netral
seru bisa jawab pertanyaan pertanyaan sama bisa bikin foto IA,5,Positif
"Masih banyak bug, terutama saat pakai fitur voice",3,Netral
keren dan sangat menyenangkan,5,Positif
untuk gambar tidak sesuai harapan,4,Netral
mengecewakan skrg ini. tdk bsa menghasilkan sesuai yg diminta.,1,Negatif
Terkadang error' dalam penggunaannya. Jadi 4 bintang cukup.,4,Netral
kok nggak bisa di buat ngedit,1,Negatif
"aplikasinya bagus dan sangat membantu,sejauh ini bugnya cma dikit, thx ☺",5,Positif
baru di update udah minta update lagi,1,Negatif
tidak dapat membuatkan saya ai foto,1,Negatif
sangat menyenangkan Krn imajinasi adalah doa,5,Positif
sangat puas dan baguss bangett,5,Positif
bisain dong buat tren yang viral sama bantuin zara ya,5,Positif
keren aplikasinya sangat membantu,5,Positif
kebanyakan gak ngerti perintah tertulis harus dikasih contoh dulu baru bisa mengikuti,1,Negatif
Dengan Gemini kita terbantu aktifitas harian kita mengikuti perkembangan yg serba moderen,4,Netral
sangat bagus dan profesional,5,Positif
gak bisa bikinin gambar,3,Netral
tdk bisa membantu saya membuat foto,1,Negatif
tidak sesuai dan sangat lama,1,Negatif
kenapa aplikasi nya ga bisa di update,1,Negatif
bagus terapkan juga kemampuan detail bidang PERTANIAN,5,Positif
tidak bisa menghasilkan gambar yang saya inginkan,1,Negatif
"haii, very smart😁 Gemini adalah ai yang menurut saya paling cocok paling nyambung jawabannya diantara semua ai yang pernah saya temui meski mungkin ada ai seperti chatgpt yang lebih baik dari Gemini. tapi Gemini adalah zodiak dengan kepribadian ganda. Gemini sekarang menjadi ai, itu luar biasa. thank you developer for creating gemini ai",5,Positif
tidak bisa membuat gambar sesuai yang trend,1,Negatif
bagus dan bisa membantu kita untuk berbagai an soal atau pertanyaan kita,5,Positif
aplikasi Gemini Ai sangat membantu dalam mengedit foto,5,Positif
"sangat membosankan, menyebalkan, dan blom selesai ngomong udah masuk ke respon, minta ubah gambar selalu nyuruh update padahal udah yg terbaru",1,Negatif
sangat membantu menganalisa data2. semoga bisa semakin spesifik dan detail lagi,5,Positif
udah di upgrade tapi pembuatan vidio terbatas Mulu dah,2,Negatif
Buatkan gambar AI kualitas HD ukuran 9:6 sesuai foto sedang duduk dikursi dengan pakaian serba hitam,1,Negatif
mengapa gemini saya tidak dapat membuat gambar,1,Negatif
mantull tinggal yang animasi blom bisa,5,Positif
"Tanggal 26 Mei 2024 tidak bisa dibuka, minta update tapi tidak tersedia update nya di playstore",4,Netral
app Gemini sangat baik dan membantu pekerjaan saya sebagai educator.,5,Positif
tidak sesuai sekpetasi apa yang di minta tidak bisa,1,Negatif
"Aplikasi Yang Bagus, Tapi Semoga Bisa Ada Fitur Buat Gambar✨🙏",4,Netral
bisa membuat ai yang bagus 👍,5,Positif
Gemini tolong buat foto aku duduk dan pegang stik di meja bilyard,5,Positif
tidak dapat memberikan yang terbaik,1,Negatif
GK bisa unggah foto dan kalo hitung nomor cuma sampai 10,1,Negatif
bagus foto saya tapi tidak mirip,4,Netral
"udh best ga kyk sebelah dikit2 limit, minus respon nya terlalu sensitif dikit2 sensor pdhal pertanyaan juga gak hal aneh2",1,Negatif
"gua kurang suka, karena bug bug nya yang bikin ngeselin terus woi😭",2,Negatif
sangat bagus untuk di gunakan,4,Netral
sangat bagus untuk di gunakan,5,Positif
sangat bagus untuk di gunakan,5,Positif
"terimakasih Gemini, app sangat membantu",5,Positif
respon cepat dan baik,4,Netral
ai nya bagus terus fast respawn,5,Positif
sangat bagus untuk di gunakan,5,Positif
Praktis karena terintegrasi dengan android smartphone,5,Positif
keren. namun perlu update agar tidak bingung gambar yang di hasilkan,4,Netral
knp harus dibayar buat untuk lanjut kan dengan AI pro kan ini aplikasi buat kita belajar,2,Negatif
"kurang tajem, kurang maksimal, kurang fitur",3,Netral
bagus sekali sangat membantu dalam berkerja dan membuat ilustrasi,5,Positif
sangat membantu banget untuk beberapa tugas yang belum dimengerti,5,Positif
bagus banget bisa foto sama idola★,5,Positif
kok sama saya gak bisa ngedit foto,1,Negatif
gak biasa edit foto,1,Negatif
tidak sesuai dgn ekspetasi,1,Negatif
sangat rapi editannya,5,Positif
ada masalah saat mengedit foto,4,Netral
gak tau knpa udah seminggu error 👎,1,Negatif
sangat bagus dan membatu untuk mengedit,5,Positif
"trimakasih udah membantu,berkat bantuan anda semua solusi terpecahkan",3,Netral
Karena di suruh sering update,1,Negatif
gak bisa buat gambar,1,Negatif
"bagus banget, mantap pokok nya",5,Positif
sangat membantu dan sangat memuaskan,5,Positif
hai Google sangat hebat pintar dan cerdas ya aku suka ini itu aku kasih bintang 5 karena aku suka banget sama kayak ai,5,Positif
"Sangat membantu dikala butuh solusi, cocok dijadikan temen curhat. 😆😆😆",5,Positif
disuru update..tombol untuk update nya gada😹😹,1,Negatif
jangan berbayar buat soal saya masih pelajar terimakasih 🤗,4,Netral
Aplikasinya bagus d an menarik,5,Positif
"bagus, aplikasi AI gratis terbaik",5,Positif
keren banget tapi tolong bisa buat video ai Dangan kata kata,5,Positif
"mantaps, kere, dan berguna sekali",5,Positif
bagus buat kawan cerita tnyak tentang smua hal..,4,Netral
masih perlu ditingkatkan lagi terutama dari segi komunikasi dengan user,4,Netral
keren banget mantap aplikasinya,5,Positif
ga bisa generate gambar padahal sudah pro.,1,Negatif
seru bnget bisa buat ngobrol candaan juga,5,Positif
Jawaban yang diberikan campur-campur antara bahasa Indonesia dan bahasa Inggris,2,Negatif
gabisa kirim foto gimana sih,1,Negatif
sangat kereasi dan bagus,5,Positif
sangat membantu dan sangat bagus rekomendet untuk kalian Jagan ragu buat download pokoke top,5,Positif
aku ingin apa yang aku mau bisa di turutin tapi alhmdulillah bisa:)),5,Positif
Gemini baik... respons nya cepat 👌🫰 👍😄,5,Positif
apk nya sgt manarik tp susah,5,Positif
"pas saya mau buat sesuatu di Gemini ada peringatan harus update Gemini, tpi krna saya baru download gamungkin bisa update krna saya udh versi terbaru",1,Negatif
gak bisa membuat foto,1,Negatif
untuk sementa apk ini berjalan baik,4,Netral
kenapa nggak bisa edit foto,5,Positif
sudah berlangganan tapi eror terus. kecewa deh,1,Negatif
